이름,주소,전화번호,위도,경도,가격정보,장소정보,주차난이도,주차장 정보,편의시설 정보,홈페이지URL,장소이름,이미지 경로,썸네일이미지 경로,행사 시작일,행사 종료일,운영시간,이용시간,연령제한,예약URL,요약정보,행사 설명,할인정보,서브 행사 정보,프로그램 내용,실내외 여부,추가 이미지 정보
평창송어축제,강원특별자치도 평창군 진부면 경강로 3562,033-336-4000,128.5570176323,37.6332341484,"유료(일부 무료) 송어체험 : 텐트낚시 39,000원, 텐트낚시 종합 49,000원(놀이시설 이용 포함) 얼음낚시 25,000원(초등학생 15,000원), 실내낚시(어린이)20,000원,  산송어 판매 20,000원, 맨손잡기 20,000원   놀이체험: 놀이종합권 28,000원, 눈썰매 8,000원, 스노우래프팅 8,000원, 스케이트 15,000원  얼음자전거 20,000원, 범퍼카 20,000원, 아르고 15,000원 전통썰매 무료",,,,,,강원도 평창군 진부면 경강로 3562,http://tong.visitkorea.or.kr/cms/resource/26/2936626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2936626_image3_1.jpg,20231230,20240129,09:00 ~ 17:00,자유,"제한 없음, 단 초등학생 이하는 보호자 동반 필수",,"‘겨울은 추워야 제맛이다!!’ 영하 10℃를 오가는 추위를 견디며 송어 얼음낚시를 즐겨 본 사람들이 이구동성 하는 말이다. 얼음 구멍에서 송어를 낚아 올릴 때 전해오는 짜릿한 손맛은 겨울에만 느낄 수 있는 쾌감이다. 송어 얼음낚시를 주제로 1급 청정수 오대천에서 열리는 평창송어축제. 2007년 첫 개최 이후 해를 거듭하며 인기를 더해 매년 50만 명 이상이 찾는 겨울 대표 축제로 성장했다.축제장인 오대천은 한강의 최상류지역이라 1급 청정수를 자랑한다. 진부면 시내를 관통해 흐르지만, 물이 맑아 얼음도 투명하디. 두께 30㎝ 이상 언 얼음 밑으로 유영하는 송어를 보는 재미도 쏠쏠하다. 송어는 최초로 1965년 양식에 성공한 평창군 송어양식장에서 키운 ‘북미산 송어’다. 살색이 소나무 속을 닮아 송어(松漁)란 이름을 갖게 됐다. 송어는 민물 생선의 귀족으로 불릴 정도로 맛이 좋고 단백질과 비타민 A, D 등 사람에 유익한 성분도 다량 함유하고 있다. 잡은 송어는 현장에서 송어구이와 회로 요리해 신선한 송어의 맛을 즐길 수 있다. 축제장에 마련되는 먹거리 터와 회센터에서는 강원도 전통 음식을 비롯해 송어 튀김, 송어 탕수육 등 도시에서는 만나기 어려운 다양한 송어요리를 맛볼 수 있다. 얼음낚시가 지겨울 즈음 축제장에 마련된 8가지 놀이시설을 이용해보는 것도 겨울을 즐기는 방법이다. 길이 120m에 달하는 비탈을 튜브를 타고 질주하는 눈썰매를 비롯해 스노우래프팅, 아르고 등의 놀이시설이 눈광장에 마련돼 있고, 얼음광장에는 경주용 자동차를 타는 재미를 느낄 수 있는 얼음 카트, 범퍼카, 얼음자전거, 스케이트를 비롯해 전통 썰매와 팽이 등 겨울에만 즐길 수 있는 놀거리가 준비된다. 축제장은 오대산국립공원을 비롯해 방아다리 약수, 선자령 등 설경으로 유명한 관광지와 가까워 겨울 관광을 겸해 나들이하기에도 좋다. ‘눈과 얼음, 송어가 함께하는 겨울 이야기’를 주제로 열리는 평창송어축제는 올 12월 30일(금)부터 2024년 1월 29일(일)까지 열린다. ","평창송어축제는 송어체험과 놀이체험, 먹거리 체험으로 구성된다. 송어체험은 텐트낚시, 얼음낚시, 실내 낚시, 멘손잡기로 나뉘며 맨손잡기시에는 '황금송어를 잡아라' 이벤트가 실시된다. 황금송어를 잡으면 순금을 증정한다.  놀이체험은 눈 광장과 얼음광장에서 나뉘며 눈 광장에서는 질주하는 눈썰매, 스노우모빌이 견인하는 래프팅을 즐기는 스노우래프팅, 수륙양용차 아르고 타기가 있으며, 얼음광장에서는 얼음카트, 범퍼카, 얼음자전거, 스케이트, 전통설매 타기 등이 있다. 먹거리체험은 송어 튀김과 탕수육 등 13가지 송어요리를 맛볼 수 있는 회센터, 강원도 전통음식을 파는 먻거리터로 운영된다. 농산물판매장에서는 농가가 직접 판매하는 지역 농특산물을 싼 가격에 구입할 수 있다.

[축제 먹거리 알리오] 축제 1주일 전 공개 예정 ",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/21/2936621_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/23/2936623_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/24/2936624_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/25/2936625_image2_1.JPG']"
하회별신굿탈놀이 상설공연,경상북도 안동시 풍천면 하회종가길 3-15,054-854-3664,128.5243722237,36.5409451627,무료,,,,,,하회별신굿탈놀이전수교육관,,,20230101,20231231,"1,2월- 매주 토, 일요일, 공휴일 14:00",약 60분,전 연령 가능,,"800여 년 이상의 역사를 지닌 는 양반, 선비 등의 기득권층과 고려 당시 불교계로 대변되는 특권층, 그외 일반 민중의 생활과 갈등을 꾸밈 없이 드러낸다. 이는 곧, 예로부터 양반이 많았던 안동에서 꾸준히 그 명맥을 이어올 수 있는 이유이자 우리나라 대표 가면극인 '탈놀이'의 특성에서 비롯됨을 알 수 있다. 총 6개 마당으로 이루어진 공연에서는 고려 중기부터 현대를 아우르는 우리 사회의 모순과 지배층의 권위를 날카롭게 풍자한다. 여기에 민중들의 억눌려 있던 답답함과 억울함을 해소해 주는 매개로 기능하여 마을의 평안과 안녕, 나아가 공동체의 결속을 도모한다. 이를 통해 800년의 시대를 뛰어 넘어 현재와 이어지고, 국내를 넘어 세계와 소통하는 축제의 장을 마련한다. ",,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/62/2617362_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/63/2617363_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/64/2617364_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/69/2617369_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/72/2617372_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/73/2617373_image2_1.jpg']"
한강달빛야시장,서울특별시 영등포구 한강남자전거길 1451 한강르네상스 여의도3호 매점,02-120,126.9277599856,37.5309019230,무료,,,,,,여의도한강공원 물빛광장 일대,http://tong.visitkorea.or.kr/cms/resource/24/2973324_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2973324_image3_1.jpg,20230916,20231022,토/일 16:00 ~ 21:00,,,,"한강달빛야시장은 국내 최고의 푸드트럭들이 선보이는 먹거리, 수준 높은 수공예품, 다양한 공연까지 다양한 즐거움이 있는 서울형 야시장이다. 한강의 낭만적인 야경 배경으로 문화와 예술, 식도락을 즐길 수 있다.  가족, 친구와 함께 먹거리를 함께 즐기며 다양한 공연, 볼거리도 준비 되어 있으니 좋은 만남의 장이 될 수 있다.
 ※ 행사지의 주차장이 협소하오니 대중교통을 이용해 주시기 바란다.
● 9월 16일 (토) - 10월 22일 (일) 중 매주 토·일 여의도한강공원 개장 예정
● 9월 25일 (월) - 10월 22일 (금) 에는 개최되지 않음","2023년 한강달빛야시장에서는 푸드트럭 39팀과 일반 상인 60팀(총 99팀)이 함께한다. 한강공원의 아름다운 야경을 배경으로 다양한 먹거리, 수공예 상품, 체험 프로그램과 함께 서울형 야시장을 즐겨보자.*푸드트럭 40팀, *수공예 상인 50팀, *체험 프로그램 
",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/31/2723631_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/32/2723632_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/10/2834010_image2_1.jpg']"
"한국민속촌 살귀옥, A Haunted Prison",경기도 용인시 기흥구 민속촌로 90 한국민속촌,031-288-0000,127.1219305454,37.2588175094,"12,000원",,,,,,한국민속촌,http://tong.visitkorea.or.kr/cms/resource/77/2993577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2993577_image3_1.jpg,20230505,20231112,16:30~21:00 (금토일 및 공휴일),,,,"전통문화 테마파크 한국민속촌이 국내 최장 야외코스 공포체험 귀굴 세 번째 이야기 ‘살귀옥’을 11월 12일까지 금·토·일 및 공휴일에 진행한다.귀굴 두 번째 이야기 ‘혈안식귀’의 호응에 힘입어 세 번째 이야기 ‘살귀옥’을 새롭게 공개한다. 국내 어디에서도 느껴볼 수 없는 새로운 공포의 세계로 안내할 것이다.‘살귀옥’은 무당 이화가 장악한 신당골이 귀굴로 변한 지 5년째 되는 해, 신당골 고갯마루에 악귀에 빙의된 살귀들이 살고 있다는 소문으로 시작된다. 소문 속 살귀들의 정체를 밝히기 위해 체험자들은 퇴마술사가 돼 살귀들의 세상으로 들어가지만, 도망칠 수 없는 극한의 공포를 경험한다.체험코스는 총 8개로 나뉘며, 체험 진행에는 15분 정도가 소요된다. 체험자들은 내자원 뒤의 피가 묻어있는 길로 상상력을 자극하는 심리적 공포를 안고 출발한다. 약 400m의 국내 최장 야외코스에서는 덫을 놓아 사람을 사냥하는 등 기괴한 공간 연출로 무언가 나타날 것 같은 두려움을 느낄 수 있다. 지하로 내려가는 미로 구간에서는 문을 열어야만 나아갈 수 있어 극악의 공포를 느끼게 된다.일부 구간은 도망칠수록 갇혔다는 공포 때문에 폐쇄공포증이 유발될 수 있어 주의가 필요하기도 한다.‘살귀옥’은 전작의 공포체험보다 공포 수위가 높아 만 13세 이상부터 체험할 수 있으며, 노약자, 임산부, 심장질환자는 참여할 수 없다. 체험코스 마지막 구간에서는 직접 금줄을 만들어 살귀들을 봉인하는 이벤트에 참여하고 리워드도 받아 갈 수 있다.","단일 프로그램
국내 최장 야외 공포체험 코스를 돌파하자, 미로 구간에서는 못 빠져 나갈 수도 있다.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/74/2993574_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/75/2993575_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/76/2993576_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/78/2993578_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/79/2993579_image2_1.jpg']"
"한국민속촌 야간개장, 달빛을 더하다",경기도 용인시 기흥구 민속촌로 90(보라동),031-288-0000,127.1205723175,37.2594535228,"After4 할인 프로모션 적용시 17,000원(4시 이후 방문 고객)",,,,,,한국민속촌,http://tong.visitkorea.or.kr/cms/resource/80/2815380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2815380_image2_1.jpg,20230407,20231112,10:00~21:30,,,,"전통문화 테마파크 한국민속촌이 고즈넉한 조선시대의 야경을 즐길 수 있는 ‘달빛을 더하다’ 야간개장을 4월 7일부터 11월 12일까지 금,토,일 및 공휴일에 진행한다.이번 야간개장은 초대형 멀티미디어 융합 공연인 ‘연분’을 리뉴얼하여 선보인다. 궁중 무용인 ‘가화무’에 LED 퍼포먼스와 쉐도우 아트를 더한 연분은 오픈과 동시에 큰 인기를 끌었다. 큰 인기에 힘입어 방문하는 많은 관람객들에게, 더 많은 볼거리를 제공하기 위해 연분 시작 전 오프닝 공연을 시작하며 레이저를 활용해 한층 더 화려한 볼거리를 제공한다.또한 한국민속촌 깊은 곳에는 워크스루형 공포체험 ‘귀굴:혈안식귀’는 작년 한 해 SNS에서도 반응이 뜨거웠던만큼 올해는 더 무섭게 돌아와 관람객들에게 오싹한 추억을 선사한다. 이외에도 올 여름을 더 시원하게 보낼 수 있도록 국내 최장 야외 공포체험 ‘살귀옥’을 준비 중에 있다.이외에도 민속마을 곳곳에서 다채로운 체험 콘텐츠와 포토존을 만나볼 수 있다. 달빛이 그린 그림자로 인생샷을 남길 수 있는 △달빛 △단청 △연분 △가마 포토존은 특별한 그림자 사진 연출이 가능하다. 사극드라마 단골 촬영지인 목교 포토존과 지곡천 달 포토존도 놓칠 수 없는 야간개장 스테디셀러이다.","1. 메인프로그램 : 세계적으로 핫한 미디어아트 융합 공연 2. 부대프로그램 : 극강의 토종 공포체험 3. 소비자 참여 프로그램 : 그림자포토존, 야광팔찌, 한지꽃 만들기 등 포토존 및 체험 즐비4. 기타 내용 : 고즈넉한 조선시대 야간 장터에서 맛보는 우리 토종 음식",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/72/2815372_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/73/2815373_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/74/2815374_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/75/2815375_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/77/2815377_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/78/2815378_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/79/2815379_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/48/2963148_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/51/2963151_image2_1.JPG']"
한국민속촌 조선살인수사,경기도 용인시 기흥구 민속촌로 90 한국민속촌,031-288-0000,127.1219305454,37.2588175094,"12,000원",,,,,,한국민속촌,http://tong.visitkorea.or.kr/cms/resource/84/2993584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2993584_image3_1.jpg,20230708,20231112,13:00~21:00 (정비시간 17:00~18:00/금토일 및 공휴일),,,,한국민속촌은 관람객이 직접 살인사건을 추리하는 신규 콘텐츠 ‘조선살인수사’를 11월 12일까지 금·토·일 및 공휴일 간 진행한다.‘조선시대 살인사건’을 주제로 관람객이 직접 암행어사가 돼 사또가 풀지 못한 살인사건의 살해 방법을 찾아 사건의 범인을 추리하는 콘텐츠이다. 참가자는 사또의 사건 기록지를 받아 용의자의 정보를 수집해 사건 현장의 실마리를 추리해야 한다. 살해 도구와 범인을 모두 찾아 수사에 성공하며 암행어사의 상징인 마패키링을 리워드로 받을 수 있다.실제 조선시대 마을에서 진행되는 ‘조선살인수사’ 콘텐츠는 민속촌 관아에서 용의자를 심문하고 가옥들에 숨겨진 사건의 단서를 찾는 등의 고유한 특색을 갖는다. 특히 추리 프로그램 전문 작가의 참여로 구현된 완성도 높은 시나리오가 차별화된 재미를 선사한다.,"관람객 참여형 단일 콘텐츠1. 관람객이 직접 암행어사가 되어보자2. 사또의 사건기록지 수령3. 관아에서 용의자 심문4. 사건 현장에서 실마리 수사5. 살해 도구와 진짜 범인 지목 > 맞출시 리워드 제공
",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/82/2993582_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/85/2993585_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/86/2993586_image2_1.JPG']"
한복문화주간,서울특별시 중구 다동,02-398-1621,126.9816145550,37.5886545092,무료,,,,,,종로구 일대,http://tong.visitkorea.or.kr/cms/resource/00/2846400_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2846400_image3_1.jpg,20231016,20231022,10:00 ~ 19:00,,,,"한복문화주간은 우리의 멋과 전통이 담긴 한복을 널리 알리고 일상 속에 한복 입는 문화를 확산하기 위해 열리는 전국 단위의 행사이다. 한복문화주간은 매년 10월 셋째 주에 전시, 체험, 패션쇼 등 다채로운 프로그램으로 일상의 즐거운 한복문화를 경험할 수 있다. ","사전행사: 2023 한복상점 내 사전 홍보 부스 운영 
공식행사: 한복사랑 유공자 표창, 한복 패션쇼, 기념공연, 기획 전시 및 패션쇼, 체험, 마켓 등 운영",,,,False,[]
한옥마을전통연희 퍼레이드-노상놀이야,전라북도 전주시 완산구 경기전길 4경기전,063-236-1577 / 010-4348-3130,127.1499587040,35.8192359854,무료,,,,,,전주한옥마을 태조로 (남천교~경기전),,,20230506,20231028,매주 토요일 14:30~15:307~8월 17:00~18:00(혹서기 07.22~08.12 공연없음),,,,"거리에서 만나는 뜻밖의 전주민속 - 전주한옥마을 거리에서 한옥마을 전통연희 퍼레이드가 펼쳐진다. 동학 전주성 입성의 흥겨운 모습을 전통 퍼레이드와 마당놀이, 전북무형문화재 전주기접놀이, 구전 민속들로 구현한 전주에서만 볼 수 있는 공연이다.",,,,"1. 퍼레이드 출발 - 남천교에서 출발 / 커다란 용(龍)깃발을 앞세우고 풍물가락 힘차게 행진하는 모습이 펼쳐진다
2. 중간중간 있는 공연 - 중간중간 해학 넘치는 공연 / 퍼레이드 중간 중간 옛 동학전주성 입성의 모습을 해학적으로 표현한 짧은 마당놀이와 전통연희가 다채롭게 쳘쳐진다.
3. 마무리 대동놀이로 하나되기 - 경기전 앞 대동놀이 / 전주를 대표하는 전주 기접놀이의 용깃발 퍼포먼스와 전통연희가 흥나게 펼쳐진다.
공연의 마지막 대동놀이!! 출연자들과 함께 덩실덩실 전통춤을 즐겨 보자!",False,[]
한일축제한마당 in Seoul,서울특별시 강남구 영동대로 513 코엑스D홀,02-702-7775,127.0592179950,37.5119175967,무료,,,,,,코엑스 D홀,http://tong.visitkorea.or.kr/cms/resource/33/2819233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2819233_image2_1.jpg,20231022,20231022,11:00~18:30,,,,"한일축제한마당은 지난 2005년 한일 국교정상화 40주년을 기념한 '한일 우정의 해'에서 시작된 한국과 일본, 양국에서 매년 열리는 최대의 한일문화 교류행사 이다. 수만 명의 한국인과 일본인이 하나가 되어 만들어가는 최대 규모의 한일 교류 행사로, 한일 문화 교류, 시민 교류, 청소년 교류, 지방 자치 단체 교류 등 많은 의미를 가지고 있다. 이 ‘축제’를 통해 한일 문화의 차이를 더 이해하고 서로를 더 존중하는 계기가 되어, 한일 우호의 상징으로 성장하기를 기대하고 있다. 
","일본의 대표 축제 및 한국과 일본 공연단체가 참가한 '무대공연'을 비롯해서 지자체, 기업, 체험 부스에서 한국과 일본의 다양한 문화를 접할 수 있는 여러 행사를 진행한다. ",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/30/2819230_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/31/2819231_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/32/2819232_image2_1.jpg']"
허브아일랜드 불빛동화축제,경기도 포천시 신북면 청신로947번길 35,031-535-6494,127.1316789055,37.9659160606,"평일 - 일반 10,000원/영유아(36개월 이하) 무료/우대(장애인, 노인, 국가유공자, 단체 (20인) 8,000원  주말 - 일반 12,000원/영유아(36개월 이하) 무료/우대(장애인, 노인, 국가유공자, 단체 (20인) 10,000원",,,,,,포천시 허브아일랜드,http://tong.visitkorea.or.kr/cms/resource/58/2950458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2950458_image3_1.jpg,20230201,20231231,오전 10:00 ~ 오후 21:00(수요일 정기 휴장),3시간,,,"잃어버린 동심을 만날 수 있는 시간! 매일 밤, 작은 불빛들이 만들어내는 동화 같은 세상은 누구에게나 잊지 못할 추억을 선사하며, 누구나 불빛세상의 주인공으로 만들어줄 아름다운 불빛야경이 준비되어 있다. 허브아일랜드 불빛동화축제는 우리를 동화 속 세상으로 초대한다. 결코 꺼지지 않는 불빛들의 네버엔딩스토리를 만나보자!
","산타마을: 라이팅쇼, 포토존 만들기체험장: 젤캔들 만들기, 로즈마리 와인만들기, 라벤더 배게 만들기 공룡마을: 미니기차, 공룡라이더
",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/57/2950457_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/59/2950459_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/60/2950460_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/61/2950461_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/62/2950462_image2_1.jpg']"
화성시 정조 효 문화제,경기도 화성시 장조1로 34정조효공원,070-8872-5147,126.9950796162,37.2066962754,무료,,,,,,정조효공원,http://tong.visitkorea.or.kr/cms/resource/89/2649789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2649789_image2_1.jpg,20231007,20231008,,기간내자유,전연령 가능함,,"정조대왕은 아버지 사도세자를 조선 최고의 길지(吉地)인 화성시 융릉에 모시고, 즉위 기간 동안 13번의 원행으로 효를 몸소 실천했다. 죽어서도 융릉 아래 초장지에 묻힘으로써 아버지에 대한 효를 이어가고자 하였던 ‘효의 시작과 끝’, 2022 화성시 정조 효 문화제는 정조대왕 효의 장대한 서사시를 다채로운 전시, 체험, 공연프로그램으로 펼쳐낸다.아버지 사도세자의 묘를 융릉으로 옮기는 ‘영우원 천장 재현’과 정조대왕이 아버지 사도세자를 만나러 가는 원행 중, 가장 성대하게 펼쳐진 을묘년 원행을 재현한 ‘정조대왕 능행차 공동재현’ 이 말70필과 500여명의 행렬단으로 웅장하게 펼쳐진다.","영우원 천장, 주제 공연(화산, 그 하늘에서 노닐다) 등",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/80/2649780_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/81/2649781_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/82/2649782_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/83/2649783_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/84/2649784_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/85/2649785_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/86/2649786_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/87/2649787_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/88/2649788_image2_1.jpg']"
